time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-11-07T17:35:21.782Z,41.8591,13.6021,10,4.6,mwr,,34,0.272,0.79,us,us600068p6,2020-02-01T23:21:49.040Z,"2 km SW of Villavallelonga, Italy",earthquake,2.8,1.8,0.043,51,reviewed,us,us
2019-11-02T14:11:34.527Z,44.3854,17.5423,10,4.7,mb,,39,2.153,1.25,us,us700062b9,2020-01-18T20:00:55.040Z,"15 km N of Turbe, Bosnia and Herzegovina",earthquake,4.4,1.8,0.05,123,reviewed,us,us
2019-11-01T05:25:47.100Z,40.5315,20.8223,22.43,4.8,mww,,37,1.134,0.63,us,us700061wf,2021-03-03T10:34:27.768Z,"8 km SSE of Mborje, Albania",earthquake,5.9,4.8,0.086,13,reviewed,us,us
2019-10-25T04:31:39.153Z,39.7061,15.4713,10,4.5,mwr,,49,0.39,1.37,us,us600062t3,2020-01-11T21:26:37.040Z,"29 km WSW of Scalea, Italy",earthquake,4.3,1.9,0.053,34,reviewed,us,us
2019-09-21T22:07:30.514Z,41.3235,19.5331,10,4.8,mb,,35,1.124,0.61,us,us60005lut,2019-12-10T17:27:02.040Z,"3 km SW of Shijak, Albania",earthquake,5.7,1.8,0.062,81,reviewed,us,us
2019-09-21T19:55:48.540Z,40.3701,14.9475,299.64,4.7,mb,,37,0.72,0.66,us,us60005ltu,2019-12-10T17:27:01.040Z,"4 km WNW of Agropoli, Italy",earthquake,6,3.3,0.072,59,reviewed,us,us
2019-09-21T14:15:52.981Z,41.4685,19.5438,13.73,5.1,mwr,,40,0.983,1.06,us,us60005lrg,2019-12-10T17:27:01.040Z,"12 km NW of Vorë, Albania",earthquake,5.1,2.6,0.057,30,reviewed,us,us
2019-09-21T14:04:25.803Z,41.3375,19.5303,20,5.6,mww,,34,1.109,1.13,us,us60005lrf,2021-01-16T12:21:33.387Z,"3 km WSW of Shijak, Albania",earthquake,2.1,1.8,0.042,55,reviewed,us,us
2019-08-30T13:01:36.004Z,44.6411,18.525,7.26,4.8,mb,,29,2.203,0.9,us,us70005a7c,2020-07-25T18:08:57.451Z,"6 km NNW of Mramor, Bosnia and Herzegovina",earthquake,5.4,4.5,0.035,252,reviewed,us,us
2019-08-13T11:17:18.562Z,44.5526,9.8945,10,4.6,mb,,27,0.365,0.77,us,us600054gs,2019-11-02T15:26:03.040Z,"4 km SW of Stazione Valmozzola, Italy",earthquake,3.3,1.9,0.091,36,reviewed,us,us
2019-07-31T14:21:21.248Z,40.5335,20.7484,10,4.6,mww,,42,0.543,0.87,us,us60004xyi,2022-08-08T15:25:14.697Z,"9 km SSW of Mborje, Albania",earthquake,4.9,1.9,0.083,14,reviewed,us,us
2019-07-14T10:59:18.407Z,40.2564,21.7985,10,4.5,mb,,70,0.612,0.91,us,us70004k0i,2019-09-28T20:01:21.040Z,"1 km WSW of Krókos, Greece",earthquake,4.1,1.9,0.122,20,reviewed,us,us
2019-07-14T10:50:13.513Z,40.2203,21.8652,10,4.9,mb,,43,0.67,0.75,us,us70004k08,2019-09-28T20:01:21.040Z,"3 km ESE of Áno Kómi, Greece",earthquake,4.9,1.9,0.074,57,reviewed,us,us
2019-07-05T18:41:00.107Z,51.5296,16.1693,10,4.6,mb,,29,1.96,0.75,us,us70004bcc,2020-07-10T17:43:39.276Z,"6 km WNW of Rudna, Poland",earthquake,4.1,1.8,0.058,92,reviewed,us,us
2019-06-29T13:01:16.646Z,40.3954,20.8018,10,4.8,mb,,86,0.587,1.03,us,us700047af,2019-09-14T16:08:19.040Z,"12 km ENE of Ersekë, Albania",earthquake,4.8,1.9,0.063,78,reviewed,us,us
2019-06-01T07:00:28.533Z,40.5713,20.7398,10,5,mww,,36,1.02,0.81,us,us70003u24,2022-08-08T13:57:39.332Z,"6 km SSW of Korçë, Albania",earthquake,5.1,1.8,0.039,63,reviewed,us,us
2019-06-01T04:51:59.497Z,40.4731,20.7126,10,4.7,mww,,36,1.034,1.09,us,us70003u1n,2019-08-24T21:17:43.040Z,"15 km N of Ersekë, Albania",earthquake,5.4,1.9,0.05,39,reviewed,us,us
2019-06-01T04:33:07.949Z,40.6433,20.7704,10,4.9,mww,,33,0.983,0.92,us,us70003u1c,2019-08-24T21:17:43.040Z,"2 km NNW of Korçë, Albania",earthquake,4.7,1.8,0.045,48,reviewed,us,us
2019-06-01T04:26:19.636Z,40.5257,20.7025,10,5.2,mww,,33,1.038,1.22,us,us70003u1a,2020-07-10T17:41:55.855Z,"12 km SW of Mborje, Albania",earthquake,4.6,1.8,0.033,89,reviewed,us,us
2019-04-23T08:58:14.222Z,41.5486,19.5233,10,4.5,mb,,35,0.325,0.6,us,us70003akn,2019-07-13T18:42:34.040Z,"14 km WSW of Mamurras, Albania",earthquake,3.3,1.8,0.243,5,reviewed,us,us
2019-03-20T09:56:40.910Z,45.3338,-0.3853,10,4.5,mb,,104,2.979,0.76,us,us1000jj7u,2024-04-06T08:00:23.689Z,"5 km NNE of Montendre, France",earthquake,6.9,2,0.382,2,reviewed,us,us
2019-03-07T19:07:52.916Z,46.3834,17.3539,10,4.5,mb,,33,0.409,1.29,us,us1000jbzu,2022-04-04T07:10:09.993Z,"3 km SSW of Böhönye, Hungary",earthquake,5.7,1.6,0.539,1,reviewed,us,us
2019-01-29T12:53:44.980Z,51.572,16.1672,10,4.9,mb,,29,1.998,1.13,us,us2000ja1i,2022-08-08T11:53:53.909Z,"3 km S of Gr?bocice, Poland",earthquake,2.2,1.9,0.05,124,reviewed,us,us
2019-01-04T19:27:38.670Z,40.19,19.7274,12.61,4.8,mb,,34,0.479,1.23,us,us2000j0ch,2019-03-08T17:50:15.040Z,"9 km N of Himarë, Albania",earthquake,4,2.5,0.051,120,reviewed,us,us
2018-12-01T04:54:17.390Z,40.4488,20.0111,10,4.5,mb,,43,0.753,1.38,us,us1000hz83,2019-02-09T19:02:15.040Z,"11 km NNE of Memaliaj, Albania",earthquake,3.3,1.9,0.106,26,reviewed,us,us
2018-11-13T13:47:50.980Z,41.9723,19.2987,10,4.8,mb,,28,0.448,0.99,us,us1000hr9x,2019-01-30T18:36:21.040Z,"7 km NE of Ulcinj, Montenegro",earthquake,5.2,1.9,0.071,62,reviewed,us,us
2018-09-15T16:35:15.950Z,51.564,16.1679,5,4.7,mb,,34,1.992,1.17,us,us2000hf7a,2020-07-10T17:17:46.306Z,"3 km S of Gr?bocice, Poland",earthquake,5.1,1.9,0.06,85,reviewed,us,us
2018-08-16T20:22:34.080Z,41.8374,14.7804,3.24,4.5,mb,,26,0.676,0.86,us,us1000gav6,2018-10-27T16:22:04.040Z,"3 km NNW of Guardialfiera, Italy",earthquake,4.8,5.3,0.07,60,reviewed,us,us
2018-08-16T18:19:05.400Z,41.8753,14.8084,11.59,5.3,mww,,25,0.687,1.14,us,us1000gaq7,2022-05-03T19:27:17.024Z,"2 km SE of Palata, Italy",earthquake,4.9,3.7,0.048,41,reviewed,us,us
2018-08-14T21:48:32.130Z,41.8795,14.8045,10,4.6,mwr,,37,0.684,0.94,us,us1000g99h,2018-10-27T16:22:03.040Z,"1 km SE of Palata, Italy",earthquake,3.6,1.8,0.046,46,reviewed,us,us
2018-08-11T15:38:33.550Z,41.5869,20.1018,10,5.1,mww,,26,0.299,0.94,us,us1000g6wx,2022-05-03T19:26:56.297Z,"8 km ESE of Burrel, Albania",earthquake,4.3,1.3,0.062,25,reviewed,us,us
2018-07-20T03:31:30.670Z,51.5725,16.177,10,4.9,mb,,13,1.997,0.98,us,us2000g9is,2020-07-10T17:13:16.952Z,"3 km SSE of Gr?bocice, Poland",earthquake,5.8,1.8,0.047,145,reviewed,us,us
2018-07-17T13:05:06.770Z,41.0374,19.5735,10,4.6,mb,,43,0.378,0.77,us,us2000g6z6,2018-10-04T14:15:24.040Z,"8 km WSW of Rrogozhinë, Albania",earthquake,5.6,1.9,0.069,63,reviewed,us,us
2018-07-04T09:01:09.570Z,41.4466,19.5828,22,5.1,mww,,20,0.233,0.71,us,us2000fwnu,2022-05-03T19:20:49.705Z,"8 km NW of Vorë, Albania",earthquake,1.1,1.9,0.069,20,reviewed,us,us
2018-05-19T18:14:40.320Z,40.3208,19.7762,7.48,4.9,mb,,33,0.26,0.87,us,us1000e8mg,2018-08-15T19:46:58.040Z,"17 km W of Memaliaj, Albania",earthquake,2.9,3.7,0.036,245,reviewed,us,us
2018-04-10T03:11:31.890Z,43.0662,13.0516,10,4.7,mwr,,23,0.039,0.73,us,us2000dxbt,2020-07-10T17:10:55.941Z,"1 km SSE of Muccia, Italy",earthquake,4.2,1.8,0.032,92,reviewed,us,us
2018-02-03T12:53:09.560Z,43.3681,16.8616,10,4.6,mb,,22,1.811,1.26,us,us1000cfak,2019-03-30T02:48:22.709Z,"5 km W of Brela, Croatia",earthquake,4.2,1.6,0.07,60,reviewed,us,us
2018-01-04T10:46:11.670Z,42.6601,19.8624,10,5.1,mww,,18,1.312,0.98,us,us1000c0lz,2022-05-03T19:02:07.464Z,"9 km NW of Plav, Montenegro",earthquake,4.3,1.8,0.051,37,reviewed,us,us
2017-12-07T17:42:50.790Z,51.5763,16.0916,10,4.5,mb,,50,1.951,1.41,us,us2000c1p3,2020-07-10T16:58:13.016Z,"5 km WSW of Gr?bocice, Poland",earthquake,5.8,1.9,0.074,54,reviewed,us,us
2017-10-14T09:55:38.140Z,40.8425,21.2834,10,4.5,mb,,62,0.097,0.68,us,us1000as2z,2018-01-09T02:15:00.040Z,"12 km E of Laimós, Greece",earthquake,3.1,1.9,0.191,8,reviewed,us,us
2017-07-03T11:18:20.360Z,41.1555,20.9338,10,4.8,mb,,40,0.505,0.79,us,us100096cv,2022-05-03T19:58:50.312Z,"8 km NW of Jankovec, North Macedonia",earthquake,3.8,1.9,0.081,47,reviewed,us,us
2017-05-31T20:25:26.450Z,51.5472,16.1785,5,4.5,mb,,44,1.974,1.15,us,us10008wxd,2020-07-10T15:33:50.375Z,"5 km S of Gr?bocice, Poland",earthquake,5.6,1.9,0.053,104,reviewed,us,us
2017-05-24T10:30:58.120Z,41.5653,20.1873,10,4.5,mb,,27,0.326,0.73,us,us10008ut6,2017-08-10T01:34:00.040Z,"8 km NNW of Bulqizë, Albania",earthquake,2.5,1.9,0.082,44,reviewed,us,us
2017-04-08T22:23:12.940Z,51.5424,16.1653,8.42,4.6,mb,,26,1.973,1.06,us,us10008fxp,2020-07-10T15:26:28.695Z,"6 km S of Gr?bocice, Poland",earthquake,4.3,4.5,0.103,28,reviewed,us,us
2017-04-08T13:53:03.900Z,41.8152,19.9477,27.75,4.8,mww,,20,0.471,0.91,us,us10008fub,2022-05-03T18:31:08.369Z,"8 km NE of Rrëshen, Albania",earthquake,4.8,4,0.061,26,reviewed,us,us
2017-01-27T17:07:56.090Z,40.8327,19.8572,5,4.5,mwr,,33,0.456,0.9,us,us10007vrf,2017-04-19T18:31:02.040Z,"1 km ENE of Banaj, Albania",earthquake,5.1,1.8,0.073,18,reviewed,us,us
2017-01-18T13:33:38.000Z,42.5581,13.2487,7.39,5.2,mww,,33,0.12,0.6,us,us10007txl,2022-05-03T18:14:23.688Z,"3 km N of Montereale, Italy",earthquake,5.2,3.8,,,reviewed,us,us
2017-01-18T10:25:25.490Z,42.5855,13.1904,10,5.6,mww,,30,0.169,0.55,us,us10007twn,2022-05-03T18:09:16.530Z,"4 km SE of Cittareale, Italy",earthquake,5.2,1.8,,,reviewed,us,us
2017-01-18T10:16:37.770Z,42.5275,13.2341,10,4.6,mb,,101,0.485,0.95,us,us10007tx5,2017-04-12T02:29:00.040Z,"1 km WNW of Montereale, Italy",earthquake,3.5,2,0.173,10,reviewed,us,us
2017-01-18T10:15:33.030Z,42.583,13.3175,10,4.7,mb,,49,0.54,0.99,us,us10007tx3,2017-04-12T02:29:00.040Z,"4 km WNW of Campotosto, Italy",earthquake,4.3,1.9,0.127,19,reviewed,us,us
2017-01-18T10:14:10.980Z,42.6012,13.2268,7,5.7,mww,,27,0.149,0.55,us,us10007twj,2023-02-16T07:48:26.205Z,"5 km ESE of Cittareale, Italy",earthquake,5.2,1.8,,,reviewed,us,us
2017-01-18T09:25:41.610Z,42.6598,13.2099,10,5.3,mww,,30,0.462,0.84,us,us10007twc,2017-04-12T02:29:00.040Z,"4 km SW of Accumoli, Italy",earthquake,5.1,1.8,,,reviewed,us,us
2016-12-16T06:46:51.240Z,51.5789,16.164,5,4.5,mb,,32,1.996,1.02,us,us2000818i,2020-07-10T16:37:43.350Z,"2 km S of Gr?bocice, Poland",earthquake,5.9,1.9,0.128,18,reviewed,us,us
2016-11-03T00:35:02.610Z,43.0383,13.0143,10,4.8,mwr,,22,0.217,0.74,us,us100073v1,2017-01-24T02:02:15.040Z,"2 km W of Pieve Torina, Italy",earthquake,4.5,1.8,0.059,28,reviewed,us,us
2016-11-01T07:56:39.600Z,43,13.16,10,4.9,mwr,,,,1.06,us,us100073f9,2017-01-24T02:02:13.040Z,"3 km SSW of Pie' del Colle, Italy",earthquake,1.5,4,0.043,51,reviewed,rom,us
2016-10-30T13:34:55.790Z,42.802,13.122,10,4.6,mb,,42,0.304,0.98,us,us10007335,2017-01-24T02:02:10.040Z,"central Italy",earthquake,2.5,1.8,0.098,31,reviewed,us,us
2016-10-30T12:07:02.140Z,42.839,12.999,10,4.7,mb,,30,0.333,1.07,us,us1000732t,2017-01-24T02:02:10.040Z,"5 km SW of Preci, Italy",earthquake,4.9,1.9,0.071,61,reviewed,us,us
2016-10-30T11:58:18.580Z,42.8209,13.0139,6.11,4.5,mb,,55,0.337,1.11,us,us1000732r,2017-01-24T02:02:10.040Z,"6 km SSW of Preci, Italy",earthquake,5.7,5.4,0.163,11,reviewed,us,us
2016-10-30T11:21:11.280Z,43.1228,13.1153,10,4.6,mb,,46,0.172,0.8,us,us1000732k,2017-01-24T02:02:10.040Z,"4 km ESE of Camerino, Italy",earthquake,1.8,1.9,0.157,12,reviewed,us,us
2016-10-30T08:36:00.990Z,42.7652,12.9588,10,4.6,mb,,116,0.403,0.63,us,us1000731w,2017-01-24T02:02:10.040Z,"6 km NNE of Poggiodomo, Italy",earthquake,5.6,1.9,0.109,25,reviewed,us,us
2016-10-30T07:07:55.010Z,42.6874,13.2009,10,4.5,mb,,48,0.215,0.81,us,us10007433,2017-01-24T02:02:10.040Z,"3 km WSW of Accumoli, Italy",earthquake,5.5,1.8,0.156,12,reviewed,us,us
2016-10-30T06:40:18.670Z,42.8621,13.0961,8,6.6,mww,,25,0.174,0.67,us,us1000731j,2023-12-18T16:43:26.687Z,"5 km ESE of Preci, Italy",earthquake,5.3,1.8,,,reviewed,us,us
2016-10-29T20:15:28.700Z,39.9843,19.7289,11.86,4.5,mb,,41,0.276,0.88,us,us100072zr,2017-01-24T02:02:09.040Z,"13 km S of Himarë, Albania",earthquake,4,4.1,0.075,52,reviewed,us,us
2016-10-26T21:42:02.410Z,42.872,13.1025,6.72,4.7,mwr,,26,0.255,0.68,us,us1000726w,2022-11-23T16:45:42.601Z,"4 km WSW of Castelsantangelo sul Nera, Italy",earthquake,4.6,3.1,0.054,33,reviewed,us,us
2016-10-26T19:18:08.430Z,42.9564,13.0666,10,6.1,mww,,17,0.081,0.71,us,us1000725y,2023-02-16T07:45:45.893Z,"2 km NNW of Visso, Italy",earthquake,4.7,1.7,,,reviewed,us,us
2016-10-26T17:10:37.210Z,42.858,13.0528,6,5.5,mww,,32,0.051,0.88,us,us20007guy,2023-02-16T07:43:39.129Z,"2 km SSE of Preci, Italy",earthquake,4.4,1.7,,,reviewed,us,us
2016-10-19T21:23:56.840Z,39.7345,20.5847,10,4.5,mb,,42,0.608,1.18,us,us20007fgr,2017-01-15T01:13:54.040Z,"12 km WNW of Rodotópi, Greece",earthquake,3.8,1.9,0.08,46,reviewed,us,us
2016-10-17T23:50:33.920Z,51.4602,16.2018,5,4.5,mb,,34,1.889,0.91,us,us20007ez1,2020-07-10T16:34:43.014Z,"6 km N of Lubin, Poland",earthquake,5.2,1.9,0.046,140,reviewed,us,us
2016-10-16T16:44:04.530Z,39.7731,20.6459,10,4.5,mb,,86,0.657,1.06,us,us20007els,2017-01-15T01:13:54.040Z,"9 km SW of Asprángeloi, Greece",earthquake,5.7,1.9,0.221,6,reviewed,us,us
2016-10-16T08:40:20.280Z,39.7798,20.7147,10,4.5,mb,,58,0.711,0.9,us,us20007eis,2017-01-15T01:13:54.040Z,"4 km SSW of Asprángeloi, Greece",earthquake,5.2,1.9,0.108,25,reviewed,us,us
2016-10-16T05:06:33.520Z,39.7362,20.7241,10,4.5,mb,,76,0.716,0.98,us,us20007ehc,2017-01-15T01:13:54.040Z,"3 km N of Rodotópi, Greece",earthquake,5,1.9,0.093,34,reviewed,us,us
2016-10-16T03:40:20.000Z,39.785,20.693,20.4,4.8,mww,,,,0.87,us,us20007eh0,2017-01-15T01:13:54.040Z,"5 km SW of Asprángeloi, Greece",earthquake,5.6,4.6,,,reviewed,ath,us
2016-10-16T02:21:04.030Z,39.7866,20.6113,19.45,5,mww,,42,0.632,0.76,us,us20007egg,2022-05-03T18:55:37.141Z,"10 km WSW of Asprángeloi, Greece",earthquake,5.2,2.5,,,reviewed,us,us
2016-10-16T01:32:06.240Z,39.7794,20.6004,20.34,4.8,mb,,60,0.623,0.93,us,us20007eg6,2017-01-15T01:13:54.040Z,"12 km WSW of Asprángeloi, Greece",earthquake,5.1,5.4,0.066,70,reviewed,us,us
2016-10-16T00:48:15.800Z,39.7262,20.7161,10,4.9,mb,,38,0.709,0.89,us,us20007efn,2017-01-15T01:13:54.040Z,"2 km NNW of Rodotópi, Greece",earthquake,5.5,1.8,0.057,97,reviewed,us,us
2016-10-16T00:41:14.360Z,39.8168,20.5912,13.3,5.2,mww,,35,0.347,0.94,us,us20007efm,2022-05-03T18:01:58.690Z,"8 km SSW of Kalpáki, Greece",earthquake,5,3.7,,,reviewed,us,us
2016-10-16T00:09:58.160Z,39.7659,20.7143,10,5,mb,,38,0.709,0.79,us,us20007efi,2017-01-15T01:13:54.040Z,"6 km S of Asprángeloi, Greece",earthquake,4.5,1.8,0.051,124,reviewed,us,us
2016-10-15T20:18:41.610Z,39.7461,20.786,10,4.6,mb,,70,0.764,1.17,us,us20007fnp,2017-01-15T01:13:54.040Z,"4 km N of Eleoúsa, Greece",earthquake,4.3,1.9,0.158,12,reviewed,us,us
2016-10-15T20:14:49.730Z,39.8063,20.6463,22,5.5,mww,,26,0.661,0.85,us,us20007eec,2022-05-03T18:01:57.550Z,"7 km WSW of Asprángeloi, Greece",earthquake,4.6,1.8,,,reviewed,us,us
2016-09-11T13:10:08.070Z,42.0081,21.4876,13.2,5.1,mww,,17,1.384,0.57,us,us10006nuj,2022-05-03T17:58:48.922Z,"3 km ESE of ?air, North Macedonia",earthquake,4.6,3.4,,,reviewed,us,us
2016-08-26T04:28:25.890Z,42.6,13.29,11,4.8,mwr,,,,0.8,us,us20006u4g,2016-11-29T01:28:40.040Z,"2 km S of Amatrice, Italy",earthquake,5,4.1,0.049,40,reviewed,rom,us
2016-08-24T11:50:31.500Z,42.8989,13.0834,10,4.6,mwr,,26,0.547,0.74,us,us10006gee,2016-11-19T04:58:38.040Z,"3 km S of Visso, Italy",earthquake,4.6,1.4,0.098,10,reviewed,us,us
2016-08-24T04:06:51.710Z,42.7959,13.0745,2.61,4.5,mwr,,48,0.047,0.91,us,us10006g8k,2016-11-19T04:58:37.040Z,"1 km WNW of Norcia, Italy",earthquake,5.4,4.4,0.057,30,reviewed,us,us
2016-08-24T02:33:29.450Z,42.8413,13.1533,3.25,5.6,mww,,23,0.521,0.84,us,us10006g7w,2022-05-03T18:41:12.095Z,"5 km S of Castelsantangelo sul Nera, Italy",earthquake,3.9,2.1,,,reviewed,us,us
2016-08-24T01:56:01.940Z,42.6404,13.1986,10,4.6,mb,,36,0.324,1.12,us,us10006g7j,2016-11-19T04:58:37.040Z,"4 km NE of Cittareale, Italy",earthquake,3.8,1.7,0.072,58,reviewed,us,us
2016-08-24T01:36:32.870Z,42.723,13.1877,4.44,6.2,mww,,25,0.123,0.68,us,us10006g7d,2023-12-18T16:32:05.896Z,"5 km WNW of Accumoli, Italy",earthquake,4.4,2.8,,,reviewed,us,us
2016-08-13T12:00:57.280Z,51.5615,16.1243,5,4.7,mb,,36,1.97,1.25,us,us10006djv,2020-07-10T15:05:25.446Z,"5 km SW of Gr?bocice, Poland",earthquake,5.5,1.9,0.068,66,reviewed,us,us
2016-05-21T16:41:29.880Z,41.2253,20.9752,15.21,4.7,mwr,,39,0.54,0.85,us,us10005j53,2016-09-12T09:20:58.680Z,"13 km ENE of Kosel, North Macedonia",earthquake,4.1,4.4,0.053,34,reviewed,us,us
2016-05-21T16:33:10.070Z,41.2581,21.02,23.88,4.6,mwr,,24,0.549,0.76,us,us10005j52,2016-08-03T22:33:40.040Z,"11 km WSW of Sopotnica, North Macedonia",earthquake,3.8,5.4,0.053,34,reviewed,us,us
2016-01-08T13:07:42.250Z,42.9131,18.5153,26.73,4.6,mb,,19,0.731,0.99,us,us10004cci,2022-08-02T04:00:20.299Z,"8 km ENE of Bile?a, Bosnia and Herzegovina",earthquake,4.6,5,0.099,30,reviewed,us,us
2015-12-06T16:24:38.700Z,42.3564,15.2049,3.99,4.6,mwr,,27,0.723,0.61,us,us100044g7,2016-03-02T03:36:34.040Z,"35 km NW of Isole Tremiti, Italy",earthquake,4.6,2,,,reviewed,us,rom
2015-12-06T10:44:15.160Z,39.6413,21.1958,2.51,4.5,mb,,42,1.029,0.86,us,us100044ex,2016-03-02T03:36:34.040Z,"14 km S of Metsovo, Greece",earthquake,3,5.2,0.156,12,reviewed,us,us
2015-12-06T03:22:49.160Z,42.5403,15.1042,5.5,4.5,mb,,29,0.918,0.81,us,us20004fxl,2016-03-02T03:36:34.040Z,"57 km NW of Isole Tremiti, Italy",earthquake,2.8,4.5,0.111,24,reviewed,us,us
2015-11-01T06:27:05.530Z,41.3513,20.2265,17.77,4.7,mb,,,,0.48,us,us2000415x,2022-08-01T15:06:20.558Z,"15 km S of Bulqizë, Albania",earthquake,6.9,4.3,0.104,28,reviewed,tir,us
2015-11-01T06:26:19.820Z,41.3351,20.1932,18.03,4.8,mwr,,50,0.248,0.87,us,us2000415t,2022-08-01T15:04:26.450Z,"17 km S of Bulqizë, Albania",earthquake,4.4,4.1,0.049,40,reviewed,us,us
2015-08-27T16:01:47.280Z,40.7787,21.259,10,4.5,mb,,41,0.39,1.38,us,us100035c9,2022-08-01T02:10:06.544Z,"11 km ESE of Laimós, Greece",earthquake,3.9,1.7,0.14,17,reviewed,us,us
2015-07-08T06:53:19.340Z,51.5919,16.0691,5,4.7,mb,,33,1.939,1.31,us,us20002vxi,2020-07-10T16:11:57.483Z,"6 km W of Gr?bocice, Poland",earthquake,5.2,1.8,0.047,138,reviewed,us,us
2015-04-24T15:02:54.100Z,44.228,11.9,20.9,4.5,mb,,,,1.03,us,us200028uy,2022-07-31T02:02:05.903Z,"6 km NW of Castrocaro Terme e Terra del Sole, Italy",earthquake,4.3,5.1,0.192,8,reviewed,rom,us
2015-02-07T01:56:23.370Z,41.8339,20.1526,21.31,4.6,mb,,41,0.532,0.74,us,usc000tmxy,2022-07-27T19:28:24.644Z,"8 km NE of Kurbnesh, Albania",earthquake,1.8,4.8,0.085,41,reviewed,us,us
2015-01-23T06:51:20.000Z,44.1293,11.1357,9.7,4.5,mwr,,,,0.91,us,usc000tijd,2022-07-27T16:06:59.688Z,"2 km SW of Castiglione dei Pepoli, Italy",earthquake,3.7,4.3,0.071,19,reviewed,rom,us
2014-12-29T20:34:11.570Z,41.7007,19.2785,7.01,5,mb,,,,0.85,us,usc000tan7,2022-07-27T11:55:33.935Z,"25 km S of Ulcinj, Montenegro",earthquake,4.7,3.5,0.043,191,reviewed,tir,us
2014-11-30T16:28:14.500Z,51.26,19.07,10,4.5,mb,,,,1.24,us,usb000t1ew,2024-06-16T23:47:37.331Z,"8 km SSW of Szczerców, Poland",earthquake,4.5,3.9,0.171,13,reviewed,csem,us
2014-09-17T12:33:22.700Z,40.78,21.26,17,4.6,mb,,,,0.71,us,usb000sdg1,2014-12-19T00:05:19.040Z,"11 km ESE of Laimós, Greece",earthquake,4.8,4.4,0.088,43,reviewed,ath,us
2014-05-20T04:43:25.500Z,40.95,20.03,14,4.6,mb,,,,1.1,us,usb000qw19,2014-08-09T02:53:50.000Z,"10 km SSE of Cërrik, Albania",earthquake,,1.2,0.09,38,reviewed,tir,us
2014-05-19T00:59:19.700Z,40.943,19.9057,10,5,mwr,,33,0.405,1.02,us,usb000qu5r,2022-07-26T15:14:53.291Z,"11 km SSW of Cërrik, Albania",earthquake,,1.8,0.068,21,reviewed,us,us
2014-05-12T00:54:32.040Z,39.7922,20.2804,10,4.9,mb,,38,1.299,0.85,us,usb000qif4,2022-07-26T14:50:31.414Z,"17 km NNE of Konispol, Albania",earthquake,,1.7,0.034,285,reviewed,us,us
2014-04-22T08:58:26.490Z,45.634,14.256,4.6,4.5,mwr,,,,0.74,us,usb000ptk3,2022-07-26T13:31:47.597Z,"7 km SE of Pivka, Slovenia",earthquake,,2.2,0.065,23,reviewed,rom,us
2014-04-07T19:27:00.350Z,44.6036,6.7073,8.07,4.8,mwr,,19,0.448,1.27,us,usc000p9jb,2022-07-26T12:28:36.553Z,"7 km SE of Guillestre, France",earthquake,,2,0.042,54,reviewed,us,us
2014-01-20T07:15:07.520Z,41.3763,19.5796,23.18,4.5,mb,,58,0.215,1.22,us,usb000m4lj,2014-03-22T00:05:26.000Z,"3 km NNE of Shijak, Albania",earthquake,,3.7,0.121,20,reviewed,us,us
2014-01-20T07:12:40.480Z,41.362,14.449,11.1,4.5,mb,,,,1,us,usb000m4ku,2022-08-06T21:17:13.909Z,"southern Italy",earthquake,,4.4,0.119,22,reviewed,rom,us
2013-12-29T17:08:43.000Z,41.369,14.445,10.5,5.1,mwr,,,,1.05,us,usc000ltr4,2023-11-04T15:09:50.690Z,"5 km E of Castello del Matese, Italy",earthquake,,3.9,0.05,,reviewed,rom,us
2013-12-10T18:33:08.790Z,42.4178,19.2407,30.68,4.6,mb,,37,0.019,1.18,us,usc000lhi1,2014-02-21T23:00:50.000Z,"3 km SW of Podgorica, Montenegro",earthquake,,5.3,0.082,,reviewed,us,us
2013-11-21T09:53:06.300Z,47.6928,-2.8274,4,4.5,mb,,89,0.32,1.35,us,usb000l3gp,2022-07-26T02:06:16.578Z,"1 km WSW of Plescop, France",earthquake,,5.6,0.312,,reviewed,ldg,us
2013-11-18T07:58:43.550Z,43.6684,16.8583,19.92,4.9,mb,,20,1.105,0.65,us,usb000l16u,2022-07-26T01:47:32.704Z,"10 km ESE of Otok, Croatia",earthquake,,3.6,0.04,,reviewed,us,us
2013-09-02T01:14:16.220Z,39.6872,15.0613,311.88,4.7,mb,,76,1.408,1,us,usb000jex5,2013-11-06T01:33:40.000Z,"43 km SSW of Palinuro, Italy",earthquake,,5.9,0.038,,reviewed,us,us
2013-07-21T01:32:24.000Z,43.501,13.668,8.4,5.4,mb,111,100,,,us,usb000iiu5,2022-07-25T18:42:59.988Z,"3 km ENE of Marcelli, Italy",earthquake,,,,278,reviewed,rom,us
2013-07-03T13:28:24.660Z,40.147,21.826,18.5,4.8,mwr,336,39.1,,0.72,us,usb000i5tm,2022-07-25T17:53:31.251Z,"1 km SSE of Aianí, Greece",earthquake,,4,,,reviewed,us,us
2013-07-02T10:45:21.000Z,40.124,21.85,22.2,4.8,mwr,287,100,,,us,usb000i4rx,2022-07-25T17:44:07.922Z,"5 km SSE of Aianí, Greece",earthquake,,,,,reviewed,ath,us
